Year,Month,DayOfWeek,Hour,Total
2020,1,6,6,12.5
2020,1,6,7,15.0
2020,1,6,8,38.0
2020,1,6,9,59.25
2020,1,6,10,71.5
2020,1,6,11,100.75
2020,1,6,12,114.75
2020,1,6,13,138.25
2020,1,6,14,143.75
2020,1,6,15,131.0
2020,1,6,16,122.75
2020,1,6,17,115.75
2020,1,6,18,101.75
2020,1,6,19,100.0
2020,1,6,20,72.5
2020,1,6,21,53.5
2020,1,6,22,53.25
2020,1,6,23,45.0
2020,1,7,0,38.75
2020,1,7,1,33.5
2020,1,7,2,21.5
2020,1,7,3,12.25
2020,1,7,4,6.0
2020,1,7,5,8.25
2020,1,7,6,10.25
2020,1,7,7,10.25
2020,1,7,8,20.75
2020,1,7,9,54.5
2020,1,7,10,85.25
2020,1,7,11,101.75
2020,1,7,12,123.5
2020,1,7,13,165.5
2020,1,7,14,187.75
2020,1,7,15,173.0
2020,1,7,16,160.5
2020,1,7,17,134.25
2020,1,7,18,117.5
2020,1,7,19,62.25
2020,1,7,20,60.0
2020,1,7,21,43.75
2020,1,7,22,37.0
2020,1,7,23,24.75
2020,2,1,0,5.25
2020,2,1,1,2.25
2020,2,1,2,3.25
2020,2,1,3,1.5
2020,2,1,4,4.25
2020,2,1,5,10.5
2020,2,1,6,53.5
2020,2,1,7,147.75
2020,2,1,8,253.0
2020,2,1,9,146.5
2020,2,1,10,66.5
2020,2,1,11,67.75
2020,2,1,12,72.5
2020,2,1,13,85.75
2020,2,1,14,91.25
2020,2,1,15,98.75
2020,2,1,16,147.5
2020,2,1,17,192.25
2020,2,1,18,229.5
2020,2,1,19,137.25
2020,2,1,20,75.5
2020,2,1,21,56.75
2020,2,1,22,52.75
2020,2,1,23,23.0
2020,2,2,0,10.0
2020,2,2,1,4.0
2020,2,2,2,4.25
2020,2,2,3,1.75
2020,2,2,4,4.25
2020,2,2,5,15.0
2020,2,2,6,56.0
2020,2,2,7,201.25
2020,2,2,8,354.5
2020,2,2,9,192.75
2020,2,2,10,89.0
2020,2,2,11,80.5
2020,2,2,12,105.25
2020,2,2,13,115.5
2020,2,2,14,113.0
2020,2,2,15,139.5
2020,2,2,16,179.75
2020,2,2,17,250.75
2020,2,2,18,296.0
2020,2,2,19,187.5
2020,2,2,20,98.75
2020,2,2,21,71.25
2020,2,2,22,69.5
2020,2,2,23,47.0
2020,2,3,0,12.25
2020,2,3,1,5.0
2020,2,3,2,5.25
2020,2,3,3,2.25
2020,2,3,4,3.75
2020,2,3,5,14.75
2020,2,3,6,73.25
2020,2,3,7,207.5
2020,2,3,8,405.0
2020,2,3,9,208.75
2020,2,3,10,105.5
2020,2,3,11,101.0
2020,2,3,12,103.5
2020,2,3,13,103.5
2020,2,3,14,115.25
2020,2,3,15,125.5
2020,2,3,16,179.0
2020,2,3,17,259.75
2020,2,3,18,315.5
2020,2,3,19,200.25
2020,2,3,20,112.5
2020,2,3,21,77.75
2020,2,3,22,76.5
2020,2,3,23,38.5
2020,2,4,0,18.75
2020,2,4,1,6.25
2020,2,4,2,6.0
2020,2,4,3,3.25
2020,2,4,4,5.5
2020,2,4,5,12.0
2020,2,4,6,73.25
2020,2,4,7,210.25
2020,2,4,8,408.0
2020,2,4,9,230.5
2020,2,4,10,118.0
2020,2,4,11,103.0
2020,2,4,12,120.5
2020,2,4,13,144.0
2020,2,4,14,154.5
2020,2,4,15,179.75
2020,2,4,16,225.0
2020,2,4,17,298.25
2020,2,4,18,331.0
2020,2,4,19,199.25
2020,2,4,20,112.5
2020,2,4,21,79.5
2020,2,4,22,72.5
2020,2,4,23,45.0
2020,2,5,0,23.0
2020,2,5,1,11.0
2020,2,5,2,4.25
2020,2,5,3,3.25
2020,2,5,4,3.0
2020,2,5,5,11.75
2020,2,5,6,62.0
2020,2,5,7,182.25
2020,2,5,8,320.0
2020,2,5,9,210.5
2020,2,5,10,119.5
2020,2,5,11,106.25
2020,2,5,12,134.0
2020,2,5,13,157.25
2020,2,5,14,175.5
2020,2,5,15,196.75
2020,2,5,16,228.0
2020,2,5,17,248.75
2020,2,5,18,229.75
2020,2,5,19,174.5
2020,2,5,20,93.75
2020,2,5,21,55.25
2020,2,5,22,69.5
2020,2,5,23,58.75
2020,2,6,0,43.8
2020,2,6,1,32.2
2020,2,6,2,16.6
2020,2,6,3,10.6
2020,2,6,4,5.2
2020,2,6,5,8.6
2020,2,6,6,12.8
2020,2,6,7,23.8
2020,2,6,8,53.4
2020,2,6,9,95.2
2020,2,6,10,136.4
2020,2,6,11,172.4
2020,2,6,12,234.2
2020,2,6,13,287.0
2020,2,6,14,301.2
2020,2,6,15,274.4
2020,2,6,16,232.8
2020,2,6,17,183.0
2020,2,6,18,132.0
2020,2,6,19,111.8
2020,2,6,20,81.8
2020,2,6,21,55.0
2020,2,6,22,54.0
2020,2,6,23,50.0
2020,2,7,0,42.5
2020,2,7,1,32.25
2020,2,7,2,19.25
2020,2,7,3,10.25
2020,2,7,4,5.5
2020,2,7,5,5.5
2020,2,7,6,11.5
2020,2,7,7,20.25
2020,2,7,8,35.75
2020,2,7,9,65.5
2020,2,7,10,105.75
2020,2,7,11,131.0
2020,2,7,12,182.75
2020,2,7,13,215.5
2020,2,7,14,253.0
2020,2,7,15,246.75
2020,2,7,16,210.25
2020,2,7,17,167.0
2020,2,7,18,109.5
2020,2,7,19,77.5
2020,2,7,20,47.5
2020,2,7,21,34.5
2020,2,7,22,35.25
2020,2,7,23,16.0
2020,3,1,0,7.0
2020,3,1,1,2.6
2020,3,1,2,2.0
2020,3,1,3,1.4
2020,3,1,4,2.6
2020,3,1,5,18.4
2020,3,1,6,81.6
2020,3,1,7,247.2
2020,3,1,8,382.6
2020,3,1,9,226.2
2020,3,1,10,128.0
2020,3,1,11,116.4
2020,3,1,12,124.2
2020,3,1,13,160.8
2020,3,1,14,175.8
2020,3,1,15,210.8
2020,3,1,16,280.6
2020,3,1,17,357.4
2020,3,1,18,341.0
2020,3,1,19,191.0
2020,3,1,20,109.8
2020,3,1,21,59.4
2020,3,1,22,41.8
2020,3,1,23,19.4
2020,3,2,0,12.0
2020,3,2,1,4.2
2020,3,2,2,2.0
2020,3,2,3,2.2
2020,3,2,4,3.2
2020,3,2,5,18.0
2020,3,2,6,84.8
2020,3,2,7,228.6
2020,3,2,8,336.2
2020,3,2,9,228.2
2020,3,2,10,119.8
2020,3,2,11,118.0
2020,3,2,12,136.0
2020,3,2,13,146.8
2020,3,2,14,157.2
2020,3,2,15,177.4
2020,3,2,16,241.8
2020,3,2,17,322.8
2020,3,2,18,307.2
2020,3,2,19,178.8
2020,3,2,20,91.6
2020,3,2,21,58.0
2020,3,2,22,45.4
2020,3,2,23,24.4
2020,3,3,0,11.25
2020,3,3,1,5.0
2020,3,3,2,3.25
2020,3,3,3,1.5
2020,3,3,4,5.75
2020,3,3,5,21.25
2020,3,3,6,90.0
2020,3,3,7,269.75
2020,3,3,8,408.25
2020,3,3,9,263.75
2020,3,3,10,166.25
2020,3,3,11,156.0
2020,3,3,12,194.75
2020,3,3,13,219.0
2020,3,3,14,234.5
2020,3,3,15,262.0
2020,3,3,16,345.5
2020,3,3,17,430.5
2020,3,3,18,421.25
2020,3,3,19,247.75
2020,3,3,20,131.5
2020,3,3,21,81.5
2020,3,3,22,72.5
2020,3,3,23,43.5
2020,3,4,0,14.75
2020,3,4,1,7.25
2020,3,4,2,2.75
2020,3,4,3,2.0
2020,3,4,4,5.0
2020,3,4,5,18.0
2020,3,4,6,93.5
2020,3,4,7,279.25
2020,3,4,8,428.75
2020,3,4,9,270.75
2020,3,4,10,147.5
2020,3,4,11,171.25
2020,3,4,12,179.75
2020,3,4,13,225.0
2020,3,4,14,253.0
2020,3,4,15,284.75
2020,3,4,16,328.25
2020,3,4,17,425.75
2020,3,4,18,383.0
2020,3,4,19,218.5
2020,3,4,20,109.5
2020,3,4,21,65.75
2020,3,4,22,56.0
2020,3,4,23,33.0
2020,3,5,0,18.25
2020,3,5,1,6.75
2020,3,5,2,3.5
2020,3,5,3,4.5
2020,3,5,4,3.5
2020,3,5,5,20.75
2020,3,5,6,88.0
2020,3,5,7,258.0
2020,3,5,8,313.5
2020,3,5,9,221.25
2020,3,5,10,156.5
2020,3,5,11,186.0
2020,3,5,12,224.25
2020,3,5,13,272.25
2020,3,5,14,333.25
2020,3,5,15,355.75
2020,3,5,16,380.75
2020,3,5,17,402.0
2020,3,5,18,325.5
2020,3,5,19,201.0
2020,3,5,20,96.25
2020,3,5,21,63.75
2020,3,5,22,51.75
2020,3,5,23,33.5
2020,3,6,0,25.0
2020,3,6,1,17.0
2020,3,6,2,8.75
2020,3,6,3,3.75
2020,3,6,4,2.5
2020,3,6,5,9.5
2020,3,6,6,13.75
2020,3,6,7,31.5
2020,3,6,8,51.25
2020,3,6,9,87.0
2020,3,6,10,125.5
2020,3,6,11,197.5
2020,3,6,12,237.25
2020,3,6,13,307.5
2020,3,6,14,311.0
2020,3,6,15,309.75
2020,3,6,16,292.0
2020,3,6,17,232.75
2020,3,6,18,159.25
2020,3,6,19,86.0
2020,3,6,20,52.25
2020,3,6,21,38.75
2020,3,6,22,32.25
2020,3,6,23,30.25
2020,3,7,0,23.2
2020,3,7,1,19.0
2020,3,7,2,8.0
2020,3,7,3,6.4
2020,3,7,4,2.4
2020,3,7,5,6.4
2020,3,7,6,10.2
2020,3,7,7,17.6
2020,3,7,8,30.4
2020,3,7,9,69.2
2020,3,7,10,118.2
2020,3,7,11,184.2
2020,3,7,12,281.6
2020,3,7,13,338.6
2020,3,7,14,399.6
2020,3,7,15,371.0
2020,3,7,16,320.2
2020,3,7,17,264.8
2020,3,7,18,167.8
2020,3,7,19,85.8
2020,3,7,20,48.6
2020,3,7,21,40.2
2020,3,7,22,34.2
2020,3,7,23,19.4
2020,4,1,0,8.25
2020,4,1,1,6.0
2020,4,1,2,3.25
2020,4,1,3,2.25
2020,4,1,4,3.5
2020,4,1,5,22.25
2020,4,1,6,79.0
2020,4,1,7,226.75
2020,4,1,8,328.25
2020,4,1,9,258.75
2020,4,1,10,230.5
2020,4,1,11,249.0
2020,4,1,12,293.5
2020,4,1,13,340.25
2020,4,1,14,393.75
2020,4,1,15,414.0
2020,4,1,16,448.0
2020,4,1,17,522.0
2020,4,1,18,471.25
2020,4,1,19,278.0
2020,4,1,20,143.75
2020,4,1,21,68.0
2020,4,1,22,37.0
2020,4,1,23,20.75
2020,4,2,0,9.25
2020,4,2,1,4.0
2020,4,2,2,2.5
2020,4,2,3,1.5
2020,4,2,4,6.25
2020,4,2,5,26.0
2020,4,2,6,98.25
2020,4,2,7,275.5
2020,4,2,8,380.0
2020,4,2,9,300.75
2020,4,2,10,212.5
2020,4,2,11,212.5
2020,4,2,12,263.25
2020,4,2,13,286.0
2020,4,2,14,317.0
2020,4,2,15,360.25
2020,4,2,16,441.5
2020,4,2,17,439.0
2020,4,2,18,398.75
2020,4,2,19,262.0
2020,4,2,20,121.25
2020,4,2,21,60.75
2020,4,2,22,27.25
2020,4,2,23,18.5
2020,4,3,0,10.8
2020,4,3,1,4.6
2020,4,3,2,2.2
2020,4,3,3,1.4
2020,4,3,4,5.2
2020,4,3,5,21.0
2020,4,3,6,76.8
2020,4,3,7,248.0
2020,4,3,8,350.8
2020,4,3,9,242.2
2020,4,3,10,177.0
2020,4,3,11,192.8
2020,4,3,12,247.0
2020,4,3,13,290.6
2020,4,3,14,324.2
2020,4,3,15,358.2
2020,4,3,16,429.8
2020,4,3,17,552.0
2020,4,3,18,486.8
2020,4,3,19,329.2
2020,4,3,20,157.4
2020,4,3,21,67.0
2020,4,3,22,49.8
2020,4,3,23,21.4
2020,4,4,0,16.0
2020,4,4,1,5.8
2020,4,4,2,2.8
2020,4,4,3,2.0
2020,4,4,4,7.6
2020,4,4,5,23.8
2020,4,4,6,85.8
2020,4,4,7,269.8
2020,4,4,8,388.4
2020,4,4,9,292.6
2020,4,4,10,238.8
2020,4,4,11,251.2
2020,4,4,12,310.6
2020,4,4,13,347.2
2020,4,4,14,406.2
2020,4,4,15,446.4
2020,4,4,16,538.8
2020,4,4,17,622.2
2020,4,4,18,537.4
2020,4,4,19,342.0
2020,4,4,20,161.0
2020,4,4,21,71.2
2020,4,4,22,49.6
2020,4,4,23,23.6
2020,4,5,0,18.25
2020,4,5,1,6.0
2020,4,5,2,3.25
2020,4,5,3,3.0
2020,4,5,4,6.5
2020,4,5,5,20.75
2020,4,5,6,61.75
2020,4,5,7,207.0
2020,4,5,8,280.5
2020,4,5,9,254.5
2020,4,5,10,274.5
2020,4,5,11,318.25
2020,4,5,12,402.25
2020,4,5,13,461.5
2020,4,5,14,550.5
2020,4,5,15,568.0
2020,4,5,16,585.5
2020,4,5,17,606.75
2020,4,5,18,518.75
2020,4,5,19,350.5
2020,4,5,20,188.5
2020,4,5,21,84.0
2020,4,5,22,54.25
2020,4,5,23,34.5
2020,4,6,0,17.25
2020,4,6,1,16.5
2020,4,6,2,7.25
2020,4,6,3,4.5
2020,4,6,4,3.25
2020,4,6,5,12.0
2020,4,6,6,17.0
2020,4,6,7,47.75
2020,4,6,8,92.0
2020,4,6,9,188.0
2020,4,6,10,277.75
2020,4,6,11,426.5
2020,4,6,12,534.25
2020,4,6,13,638.25
2020,4,6,14,720.25
2020,4,6,15,738.25
2020,4,6,16,712.25
2020,4,6,17,657.75
2020,4,6,18,445.25
2020,4,6,19,264.5
2020,4,6,20,153.75
2020,4,6,21,64.0
2020,4,6,22,43.5
2020,4,6,23,33.25
2020,4,7,0,22.75
2020,4,7,1,12.5
2020,4,7,2,7.0
2020,4,7,3,3.25
2020,4,7,4,3.75
2020,4,7,5,8.75
2020,4,7,6,12.5
2020,4,7,7,30.75
2020,4,7,8,89.5
2020,4,7,9,181.25
2020,4,7,10,323.5
2020,4,7,11,465.25
2020,4,7,12,591.5
2020,4,7,13,725.75
2020,4,7,14,820.75
2020,4,7,15,802.5
2020,4,7,16,747.25
2020,4,7,17,692.75
2020,4,7,18,496.5
2020,4,7,19,286.0
2020,4,7,20,153.5
2020,4,7,21,64.0
2020,4,7,22,35.25
2020,4,7,23,22.0
2020,5,1,0,16.0
2020,5,1,1,4.75
2020,5,1,2,2.0
2020,5,1,3,1.75
2020,5,1,4,6.75
2020,5,1,5,26.75
2020,5,1,6,102.25
2020,5,1,7,321.25
2020,5,1,8,458.25
2020,5,1,9,307.75
2020,5,1,10,203.25
2020,5,1,11,197.0
2020,5,1,12,202.25
2020,5,1,13,240.5
2020,5,1,14,261.75
2020,5,1,15,302.25
2020,5,1,16,381.25
2020,5,1,17,463.75
2020,5,1,18,472.75
2020,5,1,19,310.0
2020,5,1,20,201.75
2020,5,1,21,118.5
2020,5,1,22,71.5
2020,5,1,23,34.5
2020,5,2,0,17.75
2020,5,2,1,6.75
2020,5,2,2,3.75
2020,5,2,3,4.0
2020,5,2,4,8.25
2020,5,2,5,23.75
2020,5,2,6,122.5
2020,5,2,7,329.75
2020,5,2,8,489.25
2020,5,2,9,326.0
2020,5,2,10,239.5
2020,5,2,11,227.75
2020,5,2,12,256.0
2020,5,2,13,313.75
2020,5,2,14,323.0
2020,5,2,15,384.25
2020,5,2,16,491.75
2020,5,2,17,633.25
2020,5,2,18,650.75
2020,5,2,19,419.5
2020,5,2,20,264.25
2020,5,2,21,163.75
2020,5,2,22,105.0
2020,5,2,23,61.5
2020,5,3,0,32.0
2020,5,3,1,9.5
2020,5,3,2,6.0
2020,5,3,3,3.75
2020,5,3,4,8.0
2020,5,3,5,25.0
2020,5,3,6,113.5
2020,5,3,7,330.0
2020,5,3,8,479.25
2020,5,3,9,307.5
2020,5,3,10,219.25
2020,5,3,11,229.75
2020,5,3,12,288.0
2020,5,3,13,319.0
2020,5,3,14,354.25
2020,5,3,15,393.25
2020,5,3,16,482.25
2020,5,3,17,604.0
2020,5,3,18,655.25
2020,5,3,19,441.25
2020,5,3,20,323.25
2020,5,3,21,189.0
2020,5,3,22,135.75
2020,5,3,23,73.75
2020,5,4,0,43.5
2020,5,4,1,21.25
2020,5,4,2,10.5
2020,5,4,3,6.75
2020,5,4,4,8.0
2020,5,4,5,18.25
2020,5,4,6,73.25
2020,5,4,7,244.75
2020,5,4,8,324.75
2020,5,4,9,276.0
2020,5,4,10,256.5
2020,5,4,11,281.25
2020,5,4,12,318.5
2020,5,4,13,392.5
2020,5,4,14,435.5
2020,5,4,15,486.75
2020,5,4,16,521.5
2020,5,4,17,617.75
2020,5,4,18,591.0
2020,5,4,19,436.75
2020,5,4,20,317.5
2020,5,4,21,170.75
2020,5,4,22,117.5
2020,5,4,23,60.25
2020,5,5,0,33.0
2020,5,5,1,14.6
2020,5,5,2,5.2
2020,5,5,3,4.2
2020,5,5,4,6.4
2020,5,5,5,18.8
2020,5,5,6,72.2
2020,5,5,7,207.0
2020,5,5,8,287.6
2020,5,5,9,265.4
2020,5,5,10,224.2
2020,5,5,11,257.6
2020,5,5,12,327.2
2020,5,5,13,377.6
2020,5,5,14,431.8
2020,5,5,15,440.6
2020,5,5,16,466.8
2020,5,5,17,488.0
2020,5,5,18,464.4
2020,5,5,19,358.4
2020,5,5,20,239.8
2020,5,5,21,151.6
2020,5,5,22,112.4
2020,5,5,23,86.2
2020,5,6,0,62.2
2020,5,6,1,35.2
2020,5,6,2,24.8
2020,5,6,3,11.6
2020,5,6,4,4.4
2020,5,6,5,9.0
2020,5,6,6,17.4
2020,5,6,7,43.0
2020,5,6,8,76.0
2020,5,6,9,142.2
2020,5,6,10,199.2
2020,5,6,11,258.4
2020,5,6,12,321.6
2020,5,6,13,387.8
2020,5,6,14,458.2
2020,5,6,15,397.8
2020,5,6,16,361.4
2020,5,6,17,342.6
2020,5,6,18,290.2
2020,5,6,19,210.0
2020,5,6,20,150.6
2020,5,6,21,101.4
2020,5,6,22,77.6
2020,5,6,23,58.4
2020,5,7,0,48.2
2020,5,7,1,34.0
2020,5,7,2,14.4
2020,5,7,3,9.0
2020,5,7,4,3.6
2020,5,7,5,7.6
2020,5,7,6,16.2
2020,5,7,7,31.8
2020,5,7,8,55.2
2020,5,7,9,117.8
2020,5,7,10,207.0
2020,5,7,11,316.2
2020,5,7,12,390.4
2020,5,7,13,534.4
2020,5,7,14,638.6
2020,5,7,15,662.6
2020,5,7,16,661.2
2020,5,7,17,625.6
2020,5,7,18,527.4
2020,5,7,19,366.0
2020,5,7,20,207.2
2020,5,7,21,114.8
2020,5,7,22,71.2
2020,5,7,23,39.2
2020,6,1,0,21.6
2020,6,1,1,6.8
2020,6,1,2,6.2
2020,6,1,3,4.4
2020,6,1,4,3.0
2020,6,1,5,11.4
2020,6,1,6,55.0
2020,6,1,7,176.8
2020,6,1,8,287.6
2020,6,1,9,208.0
2020,6,1,10,178.6
2020,6,1,11,207.8
2020,6,1,12,244.2
2020,6,1,13,277.2
2020,6,1,14,303.6
2020,6,1,15,331.2
2020,6,1,16,384.2
2020,6,1,17,451.6
2020,6,1,18,449.4
2020,6,1,19,329.8
2020,6,1,20,215.4
2020,6,1,21,152.8
2020,6,1,22,115.2
2020,6,1,23,52.4
2020,6,2,0,21.0
2020,6,2,1,10.6
2020,6,2,2,4.0
2020,6,2,3,5.2
2020,6,2,4,5.4
2020,6,2,5,19.0
2020,6,2,6,103.0
2020,6,2,7,316.2
2020,6,2,8,509.0
2020,6,2,9,308.6
2020,6,2,10,198.8
2020,6,2,11,226.6
2020,6,2,12,248.0
2020,6,2,13,277.2
2020,6,2,14,298.6
2020,6,2,15,381.8
2020,6,2,16,478.2
2020,6,2,17,629.8
2020,6,2,18,733.0
2020,6,2,19,501.6
2020,6,2,20,353.6
2020,6,2,21,267.0
2020,6,2,22,244.0
2020,6,2,23,122.2
2020,6,3,0,54.5
2020,6,3,1,19.0
2020,6,3,2,11.25
2020,6,3,3,7.5
2020,6,3,4,8.0
2020,6,3,5,26.0
2020,6,3,6,105.25
2020,6,3,7,337.25
2020,6,3,8,510.25
2020,6,3,9,346.5
2020,6,3,10,238.0
2020,6,3,11,233.0
2020,6,3,12,269.75
2020,6,3,13,319.75
2020,6,3,14,319.25
2020,6,3,15,402.5
2020,6,3,16,462.75
2020,6,3,17,649.25
2020,6,3,18,655.25
2020,6,3,19,415.25
2020,6,3,20,292.5
2020,6,3,21,243.25
2020,6,3,22,218.75
2020,6,3,23,114.25
2020,6,4,0,45.75
2020,6,4,1,20.0
2020,6,4,2,7.0
2020,6,4,3,8.75
2020,6,4,4,7.25
2020,6,4,5,16.25
2020,6,4,6,79.25
2020,6,4,7,264.25
2020,6,4,8,390.5
2020,6,4,9,274.25
2020,6,4,10,204.0
2020,6,4,11,206.25
2020,6,4,12,229.75
2020,6,4,13,318.0
2020,6,4,14,359.25
2020,6,4,15,394.0
2020,6,4,16,455.25
2020,6,4,17,540.75
2020,6,4,18,576.5
2020,6,4,19,400.0
2020,6,4,20,267.0
2020,6,4,21,203.25
2020,6,4,22,191.75
2020,6,4,23,110.25
2020,6,5,0,59.0
2020,6,5,1,20.75
2020,6,5,2,9.0
2020,6,5,3,7.25
2020,6,5,4,7.0
2020,6,5,5,21.75
2020,6,5,6,75.5
2020,6,5,7,238.75
2020,6,5,8,354.75
2020,6,5,9,276.0
2020,6,5,10,206.75
2020,6,5,11,240.75
2020,6,5,12,262.75
2020,6,5,13,331.25
2020,6,5,14,368.5
2020,6,5,15,407.25
2020,6,5,16,449.25
2020,6,5,17,538.5
2020,6,5,18,586.5
2020,6,5,19,469.5
2020,6,5,20,316.75
2020,6,5,21,260.5
2020,6,5,22,221.0
2020,6,5,23,143.5
2020,6,6,0,120.0
2020,6,6,1,67.25
2020,6,6,2,41.25
2020,6,6,3,21.5
2020,6,6,4,10.0
2020,6,6,5,11.0
2020,6,6,6,16.5
2020,6,6,7,46.25
2020,6,6,8,88.75
2020,6,6,9,177.5
2020,6,6,10,270.0
2020,6,6,11,350.5
2020,6,6,12,373.75
2020,6,6,13,379.0
2020,6,6,14,432.0
2020,6,6,15,422.25
2020,6,6,16,436.0
2020,6,6,17,444.25
2020,6,6,18,422.0
2020,6,6,19,312.75
2020,6,6,20,246.75
2020,6,6,21,182.0
2020,6,6,22,150.0
2020,6,6,23,135.5
2020,6,7,0,92.75
2020,6,7,1,51.5
2020,6,7,2,30.0
2020,6,7,3,15.25
2020,6,7,4,8.5
2020,6,7,5,7.5
2020,6,7,6,12.5
2020,6,7,7,25.25
2020,6,7,8,56.25
2020,6,7,9,107.75
2020,6,7,10,192.25
2020,6,7,11,250.25
2020,6,7,12,287.25
2020,6,7,13,298.25
2020,6,7,14,316.25
2020,6,7,15,310.75
2020,6,7,16,319.75
2020,6,7,17,287.75
2020,6,7,18,232.75
2020,6,7,19,161.25
2020,6,7,20,95.25
2020,6,7,21,73.0
2020,6,7,22,52.25
2020,6,7,23,28.0
2020,7,1,0,36.25
2020,7,1,1,11.5
2020,7,1,2,4.75
2020,7,1,3,2.75
2020,7,1,4,4.25
2020,7,1,5,32.75
2020,7,1,6,125.5
2020,7,1,7,431.0
2020,7,1,8,645.25
2020,7,1,9,392.0
2020,7,1,10,274.5
2020,7,1,11,257.25
2020,7,1,12,292.75
2020,7,1,13,341.5
2020,7,1,14,352.5
2020,7,1,15,432.25
2020,7,1,16,572.75
2020,7,1,17,759.0
2020,7,1,18,851.25
2020,7,1,19,609.0
2020,7,1,20,444.0
2020,7,1,21,330.25
2020,7,1,22,264.75
2020,7,1,23,146.0
2020,7,2,0,53.0
2020,7,2,1,24.25
2020,7,2,2,10.75
2020,7,2,3,7.5
2020,7,2,4,6.0
2020,7,2,5,35.75
2020,7,2,6,156.75
2020,7,2,7,480.0
2020,7,2,8,728.0
2020,7,2,9,427.75
2020,7,2,10,299.5
2020,7,2,11,285.0
2020,7,2,12,320.5
2020,7,2,13,365.75
2020,7,2,14,406.0
2020,7,2,15,488.75
2020,7,2,16,549.75
2020,7,2,17,751.5
2020,7,2,18,808.5
2020,7,2,19,585.25
2020,7,2,20,402.0
2020,7,2,21,306.5
2020,7,2,22,264.5
2020,7,2,23,151.25
2020,7,3,0,69.0
2020,7,3,1,29.8
2020,7,3,2,14.2
2020,7,3,3,6.2
2020,7,3,4,5.8
2020,7,3,5,32.2
2020,7,3,6,133.2
2020,7,3,7,411.4
2020,7,3,8,644.8
2020,7,3,9,391.2
2020,7,3,10,268.6
2020,7,3,11,271.0
2020,7,3,12,353.8
2020,7,3,13,369.4
2020,7,3,14,329.4
2020,7,3,15,417.6
2020,7,3,16,582.6
2020,7,3,17,816.4
2020,7,3,18,903.0
2020,7,3,19,629.0
2020,7,3,20,362.4
2020,7,3,21,352.8
2020,7,3,22,307.2
2020,7,3,23,170.6
2020,7,4,0,81.0
2020,7,4,1,29.0
2020,7,4,2,10.2
2020,7,4,3,9.4
2020,7,4,4,8.4
2020,7,4,5,31.8
2020,7,4,6,127.0
2020,7,4,7,376.6
2020,7,4,8,597.4
2020,7,4,9,380.2
2020,7,4,10,251.0
2020,7,4,11,269.0
2020,7,4,12,275.6
2020,7,4,13,294.4
2020,7,4,14,359.8
2020,7,4,15,385.6
2020,7,4,16,489.0
2020,7,4,17,673.4
2020,7,4,18,719.4
2020,7,4,19,512.6
2020,7,4,20,355.2
2020,7,4,21,276.8
2020,7,4,22,270.6
2020,7,4,23,204.6
2020,7,5,0,80.4
2020,7,5,1,41.0
2020,7,5,2,13.8
2020,7,5,3,6.8
2020,7,5,4,7.6
2020,7,5,5,27.0
2020,7,5,6,98.8
2020,7,5,7,293.8
2020,7,5,8,456.8
2020,7,5,9,346.8
2020,7,5,10,264.2
2020,7,5,11,267.6
2020,7,5,12,306.6
2020,7,5,13,373.0
2020,7,5,14,406.4
2020,7,5,15,476.8
2020,7,5,16,538.8
2020,7,5,17,611.0
2020,7,5,18,583.4
2020,7,5,19,468.8
2020,7,5,20,341.6
2020,7,5,21,262.8
2020,7,5,22,224.0
2020,7,5,23,201.2
2020,7,6,0,129.75
2020,7,6,1,77.5
2020,7,6,2,39.25
2020,7,6,3,22.75
2020,7,6,4,13.25
2020,7,6,5,15.25
2020,7,6,6,23.0
2020,7,6,7,42.0
2020,7,6,8,80.5
2020,7,6,9,178.0
2020,7,6,10,245.5
2020,7,6,11,318.5
2020,7,6,12,361.25
2020,7,6,13,393.25
2020,7,6,14,443.25
2020,7,6,15,485.25
2020,7,6,16,477.25
2020,7,6,17,496.75
2020,7,6,18,510.0
2020,7,6,19,433.5
2020,7,6,20,337.0
2020,7,6,21,260.5
2020,7,6,22,231.0
2020,7,6,23,201.25
2020,7,7,0,160.75
2020,7,7,1,95.75
2020,7,7,2,56.25
2020,7,7,3,26.25
2020,7,7,4,19.25
2020,7,7,5,15.5
2020,7,7,6,22.0
2020,7,7,7,38.5
2020,7,7,8,87.0
2020,7,7,9,158.75
2020,7,7,10,243.0
2020,7,7,11,321.5
2020,7,7,12,422.5
2020,7,7,13,470.5
2020,7,7,14,555.25
2020,7,7,15,583.75
2020,7,7,16,576.0
2020,7,7,17,576.75
2020,7,7,18,560.0
2020,7,7,19,415.25
2020,7,7,20,313.25
2020,7,7,21,208.5
2020,7,7,22,145.0
2020,7,7,23,62.25
2020,8,1,0,36.0
2020,8,1,1,13.4
2020,8,1,2,7.2
2020,8,1,3,2.6
2020,8,1,4,3.4
2020,8,1,5,22.0
2020,8,1,6,90.2
2020,8,1,7,262.0
2020,8,1,8,419.8
2020,8,1,9,255.2
2020,8,1,10,166.0
2020,8,1,11,174.6
2020,8,1,12,191.8
2020,8,1,13,187.8
2020,8,1,14,232.2
2020,8,1,15,282.4
2020,8,1,16,372.2
2020,8,1,17,490.8
2020,8,1,18,524.8
2020,8,1,19,373.8
2020,8,1,20,233.4
2020,8,1,21,167.8
2020,8,1,22,120.4
2020,8,1,23,80.8
2020,8,2,0,39.0
