Datum,Stunde,Fleher Deich Ost stromaufwaerts,Wetter,Temperatur,Luftfeuchtigkeit,Wolken,Gefuehlte Temperatur,Regen,Wind
05.01.2014,09:00:00,4,Leicht bewÃ¶lkt,5,95,46,1,0,18
05.01.2014,10:00:00,11,Leicht bewÃ¶lkt,5,92,36,2,0,18
05.01.2014,11:00:00,40,Sonnig,6,90,26,2,0,18
05.01.2014,12:00:00,43,Sonnig,6,87,16,3,0,19
05.01.2014,13:00:00,47,Sonnig,6,86,13,3,0,18
05.01.2014,14:00:00,68,Sonnig,6,86,9,3,0,18
05.01.2014,15:00:00,22,Sonnig,6,86,6,3,0,18
05.01.2014,16:00:00,24,Sonnig,6,87,18,3,0,18
05.01.2014,17:00:00,4,Leicht bewÃ¶lkt,6,88,30,2,0,18
05.01.2014,18:00:00,2,Leicht bewÃ¶lkt,6,89,42,2,0,18
05.01.2014,19:00:00,4,Leicht bewÃ¶lkt,5,88,46,2,0,18
05.01.2014,20:00:00,1,Leicht bewÃ¶lkt,5,88,50,1,0,19
05.01.2014,21:00:00,1,Leicht bewÃ¶lkt,5,87,54,1,0,20
05.01.2014,22:00:00,0,Leicht bewÃ¶lkt,4,87,51,0,0,21
05.01.2014,23:00:00,0,Leicht bewÃ¶lkt,4,86,49,0,0,22
06.01.2014,00:00:00,0,Leicht bewÃ¶lkt,4,86,47,-1,0,23
06.01.2014,01:00:00,0,Leicht bewÃ¶lkt,4,86,59,-1,0,25
06.01.2014,02:00:00,0,MÃ¤ÃŸiger Regenfall,4,87,70,0,0,27
06.01.2014,03:00:00,0,MÃ¤ÃŸiger Regenfall,5,87,82,0,1,28
06.01.2014,04:00:00,2,MÃ¤ÃŸiger Regenfall,5,87,84,1,1,29
06.01.2014,05:00:00,7,Leichter Regenfall,6,88,86,1,1,30
06.01.2014,06:00:00,7,Leichter Regenfall,7,88,88,2,1,30
06.01.2014,07:00:00,24,Leichter Regenfall,7,88,90,3,1,30
06.01.2014,08:00:00,22,MÃ¤ÃŸiger Regenfall,8,89,92,4,1,29
06.01.2014,09:00:00,10,MÃ¤ÃŸiger Regenfall,8,89,94,4,1,28
06.01.2014,10:00:00,5,MÃ¤ÃŸiger Regenfall,9,89,88,5,1,28
06.01.2014,11:00:00,3,Stellenweiser leichter Regenfall,10,88,82,6,1,28
06.01.2014,12:00:00,3,Stellenweiser leichter Regenfall,10,87,76,7,1,27
06.01.2014,13:00:00,4,Stellenweiser leichter Regenfall,10,87,80,7,0,28
06.01.2014,14:00:00,9,Bedeckt,10,87,84,7,0,28
06.01.2014,15:00:00,4,Bedeckt,11,87,88,7,0,28
06.01.2014,16:00:00,11,Bedeckt,10,87,92,7,0,27
06.01.2014,17:00:00,15,Nieselregen,10,88,96,7,0,27
06.01.2014,18:00:00,6,Nieselregen,10,89,100,7,0,26
06.01.2014,19:00:00,8,Nieselregen,10,89,97,7,0,26
06.01.2014,20:00:00,1,MÃ¤ÃŸiger Regenfall,10,90,94,7,1,25
06.01.2014,21:00:00,3,MÃ¤ÃŸiger Regenfall,10,91,91,7,1,24
06.01.2014,22:00:00,3,MÃ¤ÃŸiger Regenfall,9,91,74,6,1,24
06.01.2014,23:00:00,1,Stellenweiser Regenfall,9,91,57,6,1,25
07.01.2014,00:00:00,1,Stellenweiser Regenfall,9,91,41,5,1,25
07.01.2014,01:00:00,0,Stellenweiser Regenfall,8,91,32,5,0,25
07.01.2014,02:00:00,0,Sonnig,8,91,23,4,0,25
07.01.2014,03:00:00,0,Sonnig,8,90,14,4,0,26
07.01.2014,04:00:00,0,Sonnig,8,90,15,4,0,25
07.01.2014,05:00:00,9,Sonnig,8,90,15,4,0,25
07.01.2014,06:00:00,12,Sonnig,8,90,16,5,0,25
07.01.2014,07:00:00,27,Sonnig,9,89,17,5,0,24
07.01.2014,08:00:00,25,Sonnig,9,89,18,5,0,24
07.01.2014,09:00:00,8,Sonnig,9,88,19,6,0,23
07.01.2014,10:00:00,9,Sonnig,9,85,25,6,0,23
07.01.2014,11:00:00,19,Leicht bewÃ¶lkt,10,82,30,7,0,23
07.01.2014,12:00:00,21,Leicht bewÃ¶lkt,10,79,36,7,0,23
07.01.2014,13:00:00,13,Leicht bewÃ¶lkt,10,80,45,8,0,23
07.01.2014,14:00:00,24,Stellenweiser leichter Regenfall,11,81,53,8,0,22
07.01.2014,15:00:00,22,Stellenweiser leichter Regenfall,11,82,62,9,0,22
07.01.2014,16:00:00,29,Stellenweiser leichter Regenfall,11,84,64,8,0,22
07.01.2014,17:00:00,20,Leichter Regenschauer,10,86,67,8,0,22
07.01.2014,18:00:00,8,Leichter Regenschauer,10,88,69,7,0,22
07.01.2014,19:00:00,4,Leichter Regenschauer,10,89,58,7,0,22
07.01.2014,20:00:00,9,Sonnig,9,90,47,6,0,21
07.01.2014,21:00:00,1,Sonnig,9,91,37,6,0,21
07.01.2014,22:00:00,6,Sonnig,8,91,33,5,0,21
07.01.2014,23:00:00,0,Leicht bewÃ¶lkt,8,92,29,5,0,20
08.01.2014,00:00:00,0,Leicht bewÃ¶lkt,8,92,25,5,0,19
08.01.2014,01:00:00,2,Leicht bewÃ¶lkt,7,92,27,4,0,20
08.01.2014,02:00:00,0,Nieselregen mit Gewitter,7,92,29,3,0,21
08.01.2014,03:00:00,0,Nieselregen mit Gewitter,7,92,30,3,0,23
08.01.2014,04:00:00,0,Nieselregen mit Gewitter,7,92,38,3,0,24
08.01.2014,05:00:00,6,Leichter Regenschauer,7,92,46,3,0,25
08.01.2014,06:00:00,6,Leichter Regenschauer,7,92,54,3,0,26
08.01.2014,07:00:00,29,Leichter Regenschauer,7,92,55,3,0,25
08.01.2014,08:00:00,26,Leicht bewÃ¶lkt,8,92,56,4,0,24
08.01.2014,09:00:00,17,Leicht bewÃ¶lkt,8,92,58,5,0,23
08.01.2014,10:00:00,10,Leicht bewÃ¶lkt,9,90,53,6,0,23
08.01.2014,11:00:00,16,Leicht bewÃ¶lkt,10,87,48,7,0,23
08.01.2014,12:00:00,8,Leicht bewÃ¶lkt,10,85,43,7,0,22
08.01.2014,13:00:00,20,Leicht bewÃ¶lkt,10,85,35,8,0,21
08.01.2014,14:00:00,22,Sonnig,10,85,27,8,0,19
08.01.2014,15:00:00,19,Sonnig,11,85,19,8,0,18
08.01.2014,16:00:00,23,Sonnig,10,87,16,8,0,17
08.01.2014,17:00:00,19,Sonnig,10,89,14,8,0,16
08.01.2014,18:00:00,23,Sonnig,10,91,12,7,0,15
08.01.2014,19:00:00,12,Sonnig,9,92,14,7,0,15
08.01.2014,20:00:00,2,Sonnig,9,93,17,6,0,14
08.01.2014,21:00:00,0,Sonnig,8,94,20,6,0,14
08.01.2014,22:00:00,6,Sonnig,8,93,33,6,0,14
08.01.2014,23:00:00,0,BewÃ¶lkt,8,93,47,5,0,15
09.01.2014,00:00:00,0,BewÃ¶lkt,8,93,60,5,0,16
09.01.2014,01:00:00,0,BewÃ¶lkt,8,93,65,5,0,17
09.01.2014,02:00:00,1,Leichter Regenschauer,8,93,70,5,0,18
09.01.2014,03:00:00,0,Leichter Regenschauer,8,93,75,5,0,20
09.01.2014,04:00:00,1,Leichter Regenschauer,8,92,63,5,0,21
09.01.2014,05:00:00,4,Stellenweiser Regenfall,9,92,50,5,0,22
09.01.2014,06:00:00,8,Stellenweiser Regenfall,9,92,38,5,0,23
09.01.2014,07:00:00,18,Stellenweiser Regenfall,9,91,49,5,0,24
09.01.2014,08:00:00,28,Bedeckt,9,90,60,6,0,25
09.01.2014,09:00:00,6,Bedeckt,9,89,71,6,0,26
09.01.2014,10:00:00,10,Bedeckt,9,88,80,6,0,27
09.01.2014,11:00:00,15,Leichter Regenfall,10,88,88,6,0,28
09.01.2014,12:00:00,10,Leichter Regenfall,10,87,97,7,0,29
09.01.2014,13:00:00,5,Leichter Regenfall,10,87,93,6,0,31
09.01.2014,14:00:00,5,Nieselregen,10,87,89,6,0,33
09.01.2014,15:00:00,7,Nieselregen,10,86,85,6,0,35
09.01.2014,16:00:00,10,Nieselregen,9,87,85,5,0,35
09.01.2014,17:00:00,9,Leichter Regenschauer,8,87,86,4,0,35
09.01.2014,18:00:00,11,Leichter Regenschauer,8,88,87,3,0,35
09.01.2014,19:00:00,6,Leichter Regenschauer,7,88,77,3,0,33
09.01.2014,20:00:00,1,Leicht bewÃ¶lkt,6,89,67,2,0,31
09.01.2014,21:00:00,0,Leicht bewÃ¶lkt,6,89,58,1,0,29
09.01.2014,22:00:00,6,Leicht bewÃ¶lkt,5,89,53,1,0,28
09.01.2014,23:00:00,1,Leicht bewÃ¶lkt,5,90,49,0,0,26
10.01.2014,00:00:00,0,Leicht bewÃ¶lkt,5,90,44,0,0,25
10.01.2014,01:00:00,0,Leicht bewÃ¶lkt,4,90,43,0,0,24
10.01.2014,02:00:00,0,Leicht bewÃ¶lkt,4,91,42,-1,0,24
10.01.2014,03:00:00,0,Leicht bewÃ¶lkt,4,91,42,-1,0,23
10.01.2014,04:00:00,1,Leicht bewÃ¶lkt,4,92,42,-1,0,23
10.01.2014,05:00:00,7,Leicht bewÃ¶lkt,4,93,43,-1,0,22
10.01.2014,06:00:00,13,Leicht bewÃ¶lkt,4,94,44,-1,0,22
10.01.2014,07:00:00,29,Leicht bewÃ¶lkt,4,94,45,0,0,21
10.01.2014,08:00:00,28,Leicht bewÃ¶lkt,4,94,47,0,0,21
10.01.2014,09:00:00,8,Leicht bewÃ¶lkt,5,94,49,1,0,21
10.01.2014,10:00:00,10,Leicht bewÃ¶lkt,5,92,54,1,0,21
10.01.2014,11:00:00,11,BewÃ¶lkt,6,89,60,2,0,21
10.01.2014,12:00:00,10,BewÃ¶lkt,6,87,65,2,0,22
10.01.2014,13:00:00,17,BewÃ¶lkt,6,86,70,3,0,21
10.01.2014,14:00:00,26,BewÃ¶lkt,7,86,75,3,0,21
10.01.2014,15:00:00,18,BewÃ¶lkt,7,85,80,3,0,21
10.01.2014,16:00:00,15,BewÃ¶lkt,7,86,74,3,0,19
10.01.2014,17:00:00,18,Leicht bewÃ¶lkt,6,88,68,3,0,18
10.01.2014,18:00:00,15,Leicht bewÃ¶lkt,6,89,63,3,0,17
10.01.2014,19:00:00,10,Leicht bewÃ¶lkt,6,90,53,2,0,16
10.01.2014,20:00:00,6,Leicht bewÃ¶lkt,5,91,44,2,0,15
10.01.2014,21:00:00,4,Leicht bewÃ¶lkt,5,92,34,2,0,15
10.01.2014,22:00:00,3,Leicht bewÃ¶lkt,4,92,28,1,0,15
10.01.2014,23:00:00,1,Sonnig,4,92,22,0,0,14
11.01.2014,00:00:00,1,Sonnig,3,93,16,-1,0,14
11.01.2014,01:00:00,0,Sonnig,2,93,13,-1,0,14
11.01.2014,02:00:00,0,Sonnig,2,93,10,-2,0,13
11.01.2014,03:00:00,1,Sonnig,2,93,8,-2,0,13
11.01.2014,04:00:00,0,Sonnig,2,92,6,-2,0,13
11.01.2014,05:00:00,1,Sonnig,2,92,5,-2,0,13
11.01.2014,06:00:00,1,Sonnig,2,92,4,-2,0,13
11.01.2014,07:00:00,2,Sonnig,2,91,16,-2,0,13
11.01.2014,08:00:00,1,Leicht bewÃ¶lkt,2,89,27,-2,0,13
11.01.2014,09:00:00,7,Leicht bewÃ¶lkt,2,88,39,-1,0,14
11.01.2014,10:00:00,11,Leicht bewÃ¶lkt,3,85,43,0,0,15
11.01.2014,11:00:00,16,Leicht bewÃ¶lkt,4,82,46,1,0,17
11.01.2014,12:00:00,38,Leicht bewÃ¶lkt,5,80,49,2,0,19
11.01.2014,13:00:00,21,Leicht bewÃ¶lkt,6,82,56,2,0,21
11.01.2014,14:00:00,10,Leichter Regenfall,6,85,63,2,0,23
11.01.2014,15:00:00,16,Leichter Regenfall,7,87,70,3,0,25
11.01.2014,16:00:00,3,Leichter Regenfall,6,90,59,2,0,23
11.01.2014,17:00:00,4,Sonnig,5,92,49,1,0,21
11.01.2014,18:00:00,3,Sonnig,4,94,38,1,0,19
11.01.2014,19:00:00,0,Sonnig,4,94,28,0,0,18
11.01.2014,20:00:00,2,Sonnig,3,94,18,-1,0,16
11.01.2014,21:00:00,1,Sonnig,3,94,8,-1,0,15
11.01.2014,22:00:00,1,Sonnig,2,94,12,-2,0,15
11.01.2014,23:00:00,0,Sonnig,2,93,15,-2,0,14
12.01.2014,00:00:00,0,Sonnig,1,93,18,-3,0,14
12.01.2014,01:00:00,0,Sonnig,1,93,20,-3,0,14
12.01.2014,02:00:00,0,Leichter Nebel,1,94,22,-3,0,13
12.01.2014,03:00:00,0,Leichter Nebel,1,94,24,-3,0,13
12.01.2014,04:00:00,0,Leichter Nebel,1,94,24,-3,0,12
12.01.2014,05:00:00,0,Leichter Nebel,1,94,25,-3,0,11
12.01.2014,06:00:00,0,Leichter Nebel,1,94,26,-2,0,10
12.01.2014,07:00:00,0,Leichter Nebel,2,93,23,-1,0,10
12.01.2014,08:00:00,0,Sonnig,2,92,19,-1,0,9
12.01.2014,09:00:00,5,Sonnig,3,91,16,0,0,9
12.01.2014,10:00:00,8,Sonnig,3,88,21,1,0,9
12.01.2014,11:00:00,29,Leicht bewÃ¶lkt,4,85,25,2,0,9
12.01.2014,12:00:00,32,Leicht bewÃ¶lkt,5,81,30,3,0,9
12.01.2014,13:00:00,48,Leicht bewÃ¶lkt,5,81,28,3,0,9
12.01.2014,14:00:00,46,Sonnig,5,81,25,3,0,10
12.01.2014,15:00:00,41,Sonnig,5,81,22,3,0,11
12.01.2014,16:00:00,23,Sonnig,5,82,23,2,0,12
12.01.2014,17:00:00,10,Leicht bewÃ¶lkt,4,82,23,1,0,14
12.01.2014,18:00:00,3,Leicht bewÃ¶lkt,4,83,24,0,0,15
12.01.2014,19:00:00,2,Leicht bewÃ¶lkt,3,83,20,0,0,15
12.01.2014,20:00:00,1,Sonnig,3,83,16,-1,0,16
12.01.2014,21:00:00,1,Sonnig,2,82,12,-2,0,17
12.01.2014,22:00:00,1,Sonnig,2,82,13,-3,0,17
12.01.2014,23:00:00,0,Sonnig,1,81,14,-3,0,18
13.01.2014,00:00:00,0,Sonnig,1,81,15,-4,0,18
13.01.2014,01:00:00,0,Sonnig,1,82,15,-4,0,18
13.01.2014,02:00:00,0,Sonnig,1,84,16,-4,0,18
13.01.2014,03:00:00,0,Sonnig,1,85,16,-4,0,19
13.01.2014,04:00:00,1,Sonnig,1,87,33,-3,0,19
13.01.2014,05:00:00,6,Bedeckt,2,89,50,-3,0,19
13.01.2014,06:00:00,8,Bedeckt,2,91,66,-2,0,19
13.01.2014,07:00:00,30,Bedeckt,3,91,73,-1,0,19
13.01.2014,08:00:00,29,Nieselregen,4,92,80,0,0,19
13.01.2014,09:00:00,12,Nieselregen,5,93,87,1,0,19
13.01.2014,10:00:00,3,Nieselregen,6,92,86,2,0,18
13.01.2014,11:00:00,5,BewÃ¶lkt,6,91,84,3,0,17
13.01.2014,12:00:00,6,BewÃ¶lkt,7,90,83,4,0,17
13.01.2014,13:00:00,3,BewÃ¶lkt,7,89,84,5,0,16
13.01.2014,14:00:00,11,BewÃ¶lkt,8,88,85,5,0,15
13.01.2014,15:00:00,18,BewÃ¶lkt,8,87,86,5,0,14
13.01.2014,16:00:00,7,BewÃ¶lkt,7,87,82,5,0,13
13.01.2014,17:00:00,22,BewÃ¶lkt,7,87,79,4,0,12
13.01.2014,18:00:00,4,BewÃ¶lkt,6,88,76,4,0,12
13.01.2014,19:00:00,4,BewÃ¶lkt,6,89,69,3,0,12
13.01.2014,20:00:00,5,Leicht bewÃ¶lkt,5,90,63,2,0,12
13.01.2014,21:00:00,0,Leicht bewÃ¶lkt,5,91,56,2,0,13
13.01.2014,22:00:00,1,Leicht bewÃ¶lkt,4,92,54,1,0,13
13.01.2014,23:00:00,0,Leicht bewÃ¶lkt,4,92,53,1,0,13
14.01.2014,00:00:00,0,Leicht bewÃ¶lkt,4,93,51,0,0,14
14.01.2014,01:00:00,0,Leicht bewÃ¶lkt,4,93,46,0,0,14
14.01.2014,02:00:00,0,Leicht bewÃ¶lkt,3,93,42,0,0,14
14.01.2014,03:00:00,0,Leicht bewÃ¶lkt,3,93,37,-1,0,14
14.01.2014,04:00:00,0,Leicht bewÃ¶lkt,3,93,32,0,0,14
14.01.2014,05:00:00,10,Sonnig,3,93,28,0,0,14
14.01.2014,06:00:00,11,Sonnig,4,93,24,0,0,14
14.01.2014,07:00:00,29,Sonnig,4,93,24,1,0,14
14.01.2014,08:00:00,35,Leicht bewÃ¶lkt,4,93,25,1,0,14
14.01.2014,09:00:00,8,Leicht bewÃ¶lkt,5,93,26,2,0,14
14.01.2014,10:00:00,8,Leicht bewÃ¶lkt,5,90,26,2,0,15
14.01.2014,11:00:00,9,Sonnig,6,87,25,3,0,16
14.01.2014,12:00:00,18,Sonnig,6,84,25,3,0,16
14.01.2014,13:00:00,13,Sonnig,6,84,28,4,0,15
14.01.2014,14:00:00,21,Leicht bewÃ¶lkt,7,84,31,4,0,15
14.01.2014,15:00:00,13,Leicht bewÃ¶lkt,7,84,34,4,0,14
14.01.2014,16:00:00,27,Leicht bewÃ¶lkt,7,85,48,4,0,14
14.01.2014,17:00:00,15,Bedeckt,6,87,62,4,0,13
14.01.2014,18:00:00,11,Bedeckt,6,89,75,3,0,13
14.01.2014,19:00:00,8,Bedeckt,6,90,78,3,0,13
14.01.2014,20:00:00,7,BewÃ¶lkt,5,92,81,2,0,13
14.01.2014,21:00:00,3,BewÃ¶lkt,5,93,84,2,0,13
14.01.2014,22:00:00,3,BewÃ¶lkt,4,94,82,1,0,14
14.01.2014,23:00:00,2,BewÃ¶lkt,3,95,81,0,0,14
15.01.2014,00:00:00,0,BewÃ¶lkt,3,96,79,-1,0,15
15.01.2014,01:00:00,0,BewÃ¶lkt,2,95,70,-2,0,15
15.01.2014,02:00:00,0,Leicht bewÃ¶lkt,2,95,62,-2,0,15
15.01.2014,03:00:00,0,Leicht bewÃ¶lkt,1,95,53,-3,0,15
15.01.2014,04:00:00,0,Leicht bewÃ¶lkt,1,94,43,-3,0,15
15.01.2014,05:00:00,10,Sonnig,1,94,33,-3,0,15
15.01.2014,06:00:00,12,Sonnig,1,93,23,-3,0,15
15.01.2014,07:00:00,32,Sonnig,2,92,30,-2,0,15
15.01.2014,08:00:00,23,Leicht bewÃ¶lkt,2,91,37,-2,0,16
15.01.2014,09:00:00,19,Leicht bewÃ¶lkt,3,89,44,-1,0,17
15.01.2014,10:00:00,9,Leicht bewÃ¶lkt,3,86,49,-1,0,19
15.01.2014,11:00:00,18,Leicht bewÃ¶lkt,4,82,54,0,0,21
15.01.2014,12:00:00,7,Leicht bewÃ¶lkt,5,78,59,1,0,23
15.01.2014,13:00:00,12,Leicht bewÃ¶lkt,5,79,68,1,0,23
15.01.2014,14:00:00,11,Leichter Regenfall,5,80,77,1,0,23
15.01.2014,15:00:00,8,Leichter Regenfall,6,80,86,1,0,24
15.01.2014,16:00:00,11,Leichter Regenfall,5,82,91,1,0,23
15.01.2014,17:00:00,16,Leichter Regenfall,5,84,95,0,0,23
15.01.2014,18:00:00,12,Leichter Regenfall,4,86,100,0,0,22
15.01.2014,19:00:00,4,Leichter Regenfall,4,87,97,-1,0,21
15.01.2014,20:00:00,3,Nieselregen,3,88,94,-1,0,21
15.01.2014,21:00:00,0,Nieselregen,3,89,90,-2,0,21
15.01.2014,22:00:00,2,Nieselregen,3,90,92,-1,0,20
15.01.2014,23:00:00,0,Leichter Regenfall,4,90,93,-1,0,20
16.01.2014,00:00:00,0,Leichter Regenfall,4,91,95,0,0,19
16.01.2014,01:00:00,0,Leichter Regenfall,4,91,85,0,0,19
