Datum,Stunde,Fleher Deich Ost stromaufwaerts,Wetter,Temperatur,Luftfeuchtigkeit,Wolken,Gefuehlte Temperatur,Regen,Wind
02.01.2016,02:00:00,0,Leicht bewÃ¶lkt,3,80,64,-1,0,25
02.01.2016,03:00:00,0,Leicht bewÃ¶lkt,4,76,53,-1,0,26
02.01.2016,04:00:00,0,Leicht bewÃ¶lkt,4,76,51,-1,0,27
02.01.2016,05:00:00,1,Leicht bewÃ¶lkt,4,76,49,-1,0,27
02.01.2016,06:00:00,0,Leicht bewÃ¶lkt,4,75,47,-1,0,28
02.01.2016,07:00:00,0,Leicht bewÃ¶lkt,4,77,59,-1,0,29
02.01.2016,08:00:00,1,Leichter Regenfall,4,79,72,-1,0,30
02.01.2016,09:00:00,1,Leichter Regenfall,4,81,85,-1,0,30
02.01.2016,10:00:00,1,Leichter Regenfall,4,82,90,0,0,30
02.01.2016,11:00:00,0,Nieselregen,5,82,95,0,0,30
02.01.2016,12:00:00,4,Nieselregen,5,83,100,1,0,30
02.01.2016,13:00:00,3,Nieselregen,5,84,95,1,0,29
02.01.2016,14:00:00,3,Stellenweiser Regenfall,5,84,89,1,0,28
02.01.2016,15:00:00,2,Stellenweiser Regenfall,5,85,84,1,0,27
02.01.2016,16:00:00,6,Stellenweiser Regenfall,5,86,79,1,0,27
02.01.2016,17:00:00,3,BewÃ¶lkt,4,87,73,1,0,26
02.01.2016,18:00:00,5,BewÃ¶lkt,4,88,68,1,0,26
02.01.2016,19:00:00,2,BewÃ¶lkt,4,89,64,1,0,25
02.01.2016,20:00:00,0,Leicht bewÃ¶lkt,3,90,59,1,0,25
02.01.2016,21:00:00,0,Leicht bewÃ¶lkt,3,91,55,0,0,24
02.01.2016,22:00:00,0,Leicht bewÃ¶lkt,3,91,65,0,0,24
02.01.2016,23:00:00,0,Nieselregen,3,92,74,0,0,23
03.01.2016,00:00:00,2,Nieselregen,4,92,84,0,0,23
03.01.2016,01:00:00,0,Nieselregen,4,92,89,0,0,23
03.01.2016,02:00:00,2,MÃ¤ÃŸiger Regenfall,4,93,95,-1,1,23
03.01.2016,03:00:00,0,MÃ¤ÃŸiger Regenfall,4,93,100,-1,1,22
03.01.2016,04:00:00,0,MÃ¤ÃŸiger Regenfall,4,92,100,-1,1,22
03.01.2016,05:00:00,0,MÃ¤ÃŸiger Regenfall,5,92,100,0,1,22
03.01.2016,06:00:00,0,MÃ¤ÃŸiger Regenfall,5,92,100,0,1,22
03.01.2016,07:00:00,0,MÃ¤ÃŸiger Regenfall,5,91,100,1,1,21
03.01.2016,08:00:00,3,MÃ¤ÃŸiger Regenfall,6,90,100,1,1,21
03.01.2016,09:00:00,0,MÃ¤ÃŸiger Regenfall,6,89,100,2,1,20
03.01.2016,10:00:00,4,MÃ¤ÃŸiger Regenfall,6,86,86,3,1,19
03.01.2016,11:00:00,2,Stellenweiser Regenfall,7,83,71,3,1,18
03.01.2016,12:00:00,15,Stellenweiser Regenfall,7,80,57,4,0,17
03.01.2016,13:00:00,28,Stellenweiser Regenfall,7,79,58,4,0,16
03.01.2016,14:00:00,15,BewÃ¶lkt,7,78,59,5,0,16
03.01.2016,15:00:00,24,BewÃ¶lkt,7,77,60,5,0,16
03.01.2016,16:00:00,8,BewÃ¶lkt,7,78,70,4,0,17
03.01.2016,17:00:00,3,Bedeckt,6,79,80,4,0,19
03.01.2016,18:00:00,2,Bedeckt,6,80,91,3,0,21
03.01.2016,19:00:00,0,Bedeckt,6,80,94,2,0,23
03.01.2016,20:00:00,3,Nieselregen,5,81,97,1,0,25
03.01.2016,21:00:00,1,Nieselregen,5,81,100,0,0,28
03.01.2016,22:00:00,0,Nieselregen,5,81,100,0,0,30
03.01.2016,23:00:00,0,MÃ¤ÃŸiger Regenfall,5,81,100,0,1,32
04.01.2016,00:00:00,0,MÃ¤ÃŸiger Regenfall,5,81,100,0,1,34
04.01.2016,01:00:00,0,MÃ¤ÃŸiger Regenfall,5,82,100,0,1,34
04.01.2016,02:00:00,0,MÃ¤ÃŸiger Regenfall,5,82,100,0,1,33
04.01.2016,03:00:00,0,MÃ¤ÃŸiger Regenfall,5,83,100,0,1,32
04.01.2016,04:00:00,0,MÃ¤ÃŸiger Regenfall,5,85,100,0,1,30
04.01.2016,05:00:00,7,Leichter Regenfall,5,88,100,1,1,27
04.01.2016,06:00:00,10,Leichter Regenfall,5,90,100,1,1,24
04.01.2016,07:00:00,17,Leichter Regenfall,5,91,100,2,1,23
04.01.2016,08:00:00,22,Leichter Regenschauer,6,91,100,2,0,21
04.01.2016,09:00:00,6,Leichter Regenschauer,6,91,100,2,0,19
04.01.2016,10:00:00,2,Leichter Regenschauer,6,90,100,3,0,19
04.01.2016,11:00:00,2,Leichter Regenschauer,7,88,100,4,0,19
04.01.2016,12:00:00,8,Leichter Regenschauer,7,87,100,4,0,19
04.01.2016,13:00:00,2,Leichter Regenschauer,7,88,100,4,0,19
04.01.2016,14:00:00,5,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,89,100,5,1,18
04.01.2016,15:00:00,7,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,90,100,5,1,18
04.01.2016,16:00:00,12,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,90,96,5,1,18
04.01.2016,17:00:00,7,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,89,92,5,1,18
04.01.2016,18:00:00,12,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,88,88,4,1,17
04.01.2016,19:00:00,3,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,88,90,4,1,18
04.01.2016,20:00:00,2,Stellenweiser Regenfall,7,87,92,4,1,18
04.01.2016,21:00:00,6,Stellenweiser Regenfall,7,87,94,3,0,18
04.01.2016,22:00:00,2,Stellenweiser Regenfall,7,88,91,3,0,18
04.01.2016,23:00:00,2,Stellenweiser Regenfall,7,88,89,2,0,18
05.01.2016,00:00:00,0,Stellenweiser Regenfall,7,89,87,2,0,18
05.01.2016,01:00:00,0,Stellenweiser Regenfall,6,89,83,1,0,18
05.01.2016,02:00:00,0,BewÃ¶lkt,6,90,79,1,0,18
05.01.2016,03:00:00,0,BewÃ¶lkt,6,90,74,1,0,18
05.01.2016,04:00:00,0,BewÃ¶lkt,5,91,65,1,0,18
05.01.2016,05:00:00,13,Leicht bewÃ¶lkt,5,91,56,0,0,18
05.01.2016,06:00:00,20,Leicht bewÃ¶lkt,4,92,46,0,0,18
05.01.2016,07:00:00,28,Leicht bewÃ¶lkt,5,91,44,1,0,18
05.01.2016,08:00:00,27,Leicht bewÃ¶lkt,5,91,42,2,0,18
05.01.2016,09:00:00,20,Leicht bewÃ¶lkt,5,90,41,2,0,18
05.01.2016,10:00:00,8,Leicht bewÃ¶lkt,5,88,43,3,0,18
05.01.2016,11:00:00,6,Leicht bewÃ¶lkt,6,85,46,4,0,18
05.01.2016,12:00:00,13,Leicht bewÃ¶lkt,6,82,48,4,0,18
05.01.2016,13:00:00,19,Leicht bewÃ¶lkt,6,82,49,5,0,18
05.01.2016,14:00:00,24,Leicht bewÃ¶lkt,7,82,50,5,0,18
05.01.2016,15:00:00,20,Leicht bewÃ¶lkt,7,82,51,5,0,17
05.01.2016,16:00:00,25,Leicht bewÃ¶lkt,7,84,62,5,0,17
05.01.2016,17:00:00,10,Bedeckt,7,86,73,5,0,17
05.01.2016,18:00:00,14,Bedeckt,7,88,84,4,0,17
05.01.2016,19:00:00,7,Bedeckt,7,89,89,4,0,17
05.01.2016,20:00:00,5,MÃ¤ÃŸiger bis starker Regen mit Gewitter,6,91,95,3,0,17
05.01.2016,21:00:00,3,MÃ¤ÃŸiger bis starker Regen mit Gewitter,6,93,100,3,1,17
05.01.2016,22:00:00,1,MÃ¤ÃŸiger bis starker Regen mit Gewitter,6,93,100,2,0,16
05.01.2016,23:00:00,1,Nieselregen,6,93,100,2,0,15
06.01.2016,00:00:00,0,Nieselregen,6,93,100,1,0,14
06.01.2016,01:00:00,0,Nieselregen,6,93,100,1,0,13
06.01.2016,02:00:00,0,MÃ¤ÃŸiger bis starker Regen mit Gewitter,6,93,100,1,0,12
06.01.2016,03:00:00,0,MÃ¤ÃŸiger bis starker Regen mit Gewitter,6,94,100,1,0,11
06.01.2016,04:00:00,0,MÃ¤ÃŸiger bis starker Regen mit Gewitter,6,93,100,2,0,11
06.01.2016,05:00:00,10,Nieselregen,6,93,100,2,0,10
06.01.2016,06:00:00,12,Nieselregen,6,93,100,3,0,10
06.01.2016,07:00:00,26,Nieselregen,6,92,100,3,0,9
06.01.2016,08:00:00,31,Bedeckt,6,91,99,4,0,8
06.01.2016,09:00:00,13,Bedeckt,6,90,99,4,0,8
06.01.2016,10:00:00,17,Bedeckt,6,88,94,4,0,8
06.01.2016,11:00:00,9,BewÃ¶lkt,7,86,88,5,0,8
06.01.2016,12:00:00,10,BewÃ¶lkt,7,84,83,5,0,8
06.01.2016,13:00:00,11,BewÃ¶lkt,7,84,73,6,0,7
06.01.2016,14:00:00,9,Leicht bewÃ¶lkt,8,85,62,6,0,6
06.01.2016,15:00:00,19,Leicht bewÃ¶lkt,8,85,52,7,0,5
06.01.2016,16:00:00,18,Leicht bewÃ¶lkt,7,87,53,6,0,5
06.01.2016,17:00:00,15,BewÃ¶lkt,7,89,55,6,0,6
06.01.2016,18:00:00,10,BewÃ¶lkt,6,92,56,5,0,6
06.01.2016,19:00:00,4,BewÃ¶lkt,5,92,61,4,0,8
06.01.2016,20:00:00,4,BewÃ¶lkt,3,93,66,3,0,9
06.01.2016,21:00:00,5,BewÃ¶lkt,2,93,72,2,0,11
06.01.2016,22:00:00,2,BewÃ¶lkt,3,93,68,1,0,12
06.01.2016,23:00:00,1,Leicht bewÃ¶lkt,3,93,63,1,0,14
07.01.2016,00:00:00,0,Leicht bewÃ¶lkt,4,93,59,1,0,15
07.01.2016,01:00:00,0,Leicht bewÃ¶lkt,4,92,59,1,0,16
07.01.2016,02:00:00,0,BewÃ¶lkt,5,92,60,0,0,17
07.01.2016,03:00:00,0,BewÃ¶lkt,5,91,60,0,0,18
07.01.2016,04:00:00,0,BewÃ¶lkt,5,91,70,0,0,19
07.01.2016,05:00:00,6,Bedeckt,5,91,79,-1,0,20
07.01.2016,06:00:00,15,Bedeckt,5,91,88,-1,0,22
07.01.2016,07:00:00,38,Bedeckt,5,90,92,0,0,24
07.01.2016,08:00:00,31,Bedeckt,5,89,96,0,0,25
07.01.2016,09:00:00,13,Bedeckt,5,89,100,1,0,27
07.01.2016,10:00:00,12,Bedeckt,5,87,95,1,0,29
07.01.2016,11:00:00,14,Nieselregen,5,85,90,2,0,30
07.01.2016,12:00:00,9,Nieselregen,6,83,85,3,0,32
07.01.2016,13:00:00,8,Nieselregen,5,82,87,3,0,32
07.01.2016,14:00:00,8,MÃ¤ÃŸiger Regenfall,5,82,90,3,1,31
07.01.2016,15:00:00,6,MÃ¤ÃŸiger Regenfall,5,81,92,4,1,31
07.01.2016,16:00:00,7,MÃ¤ÃŸiger Regenfall,5,81,95,3,1,30
07.01.2016,17:00:00,20,Leichter Regenschauer,4,82,97,3,1,29
07.01.2016,18:00:00,6,Leichter Regenschauer,3,82,100,3,1,27
07.01.2016,19:00:00,6,Leichter Regenschauer,2,80,81,2,1,27
07.01.2016,20:00:00,1,Sonnig,0,78,61,0,0,26
07.01.2016,21:00:00,6,Sonnig,-1,76,42,-1,0,26
07.01.2016,22:00:00,2,Sonnig,0,76,32,-2,0,27
07.01.2016,23:00:00,1,Sonnig,1,76,21,-2,0,28
08.01.2016,00:00:00,1,Sonnig,2,75,11,-3,0,29
08.01.2016,01:00:00,0,Sonnig,3,75,11,-3,0,29
08.01.2016,02:00:00,0,Sonnig,3,75,12,-3,0,29
08.01.2016,03:00:00,0,Sonnig,4,75,12,-3,0,29
08.01.2016,04:00:00,1,Sonnig,4,77,11,-3,0,28
08.01.2016,05:00:00,9,Sonnig,4,78,10,-3,0,27
08.01.2016,06:00:00,22,Sonnig,3,79,9,-3,0,27
08.01.2016,07:00:00,31,Sonnig,3,80,7,-2,0,26
08.01.2016,08:00:00,40,Sonnig,3,81,5,-1,0,25
08.01.2016,09:00:00,15,Sonnig,3,82,3,0,0,24
08.01.2016,10:00:00,14,Sonnig,4,80,2,1,0,23
08.01.2016,11:00:00,13,Sonnig,5,77,2,2,0,21
08.01.2016,12:00:00,21,Sonnig,6,75,1,3,0,20
08.01.2016,13:00:00,18,Sonnig,6,74,0,4,0,18
08.01.2016,14:00:00,33,Sonnig,6,74,0,4,0,16
08.01.2016,15:00:00,37,Sonnig,6,74,0,5,0,15
08.01.2016,16:00:00,39,Sonnig,6,76,1,5,0,15
08.01.2016,17:00:00,25,Sonnig,5,79,2,4,0,15
08.01.2016,18:00:00,15,Sonnig,4,81,3,4,0,15
08.01.2016,19:00:00,8,Sonnig,3,83,4,3,0,16
08.01.2016,20:00:00,1,Sonnig,3,84,6,2,0,16
08.01.2016,21:00:00,2,Sonnig,2,85,8,1,0,16
08.01.2016,22:00:00,2,Sonnig,2,86,13,1,0,15
08.01.2016,23:00:00,1,Leicht bewÃ¶lkt,1,87,17,0,0,14
09.01.2016,00:00:00,1,Leicht bewÃ¶lkt,1,89,22,-1,0,13
09.01.2016,01:00:00,1,Leicht bewÃ¶lkt,1,89,24,-1,0,13
09.01.2016,02:00:00,1,Leicht bewÃ¶lkt,1,90,27,-2,0,12
09.01.2016,03:00:00,1,Leicht bewÃ¶lkt,2,90,30,-2,0,12
09.01.2016,04:00:00,1,Leicht bewÃ¶lkt,2,90,29,-2,0,13
09.01.2016,05:00:00,0,Sonnig,2,90,27,-2,0,13
09.01.2016,06:00:00,0,Sonnig,2,90,26,-2,0,14
09.01.2016,07:00:00,5,Sonnig,2,89,30,-2,0,14
09.01.2016,08:00:00,7,Leicht bewÃ¶lkt,3,88,34,-1,0,15
09.01.2016,09:00:00,6,Leicht bewÃ¶lkt,3,88,37,-1,0,15
09.01.2016,10:00:00,7,Leicht bewÃ¶lkt,3,85,35,0,0,16
09.01.2016,11:00:00,31,Sonnig,4,82,32,1,0,17
09.01.2016,12:00:00,36,Sonnig,5,80,29,2,0,18
09.01.2016,13:00:00,55,Sonnig,6,80,25,3,0,18
09.01.2016,14:00:00,26,Sonnig,6,81,21,3,0,19
09.01.2016,15:00:00,41,Sonnig,7,81,17,3,0,20
09.01.2016,16:00:00,18,Sonnig,6,83,22,3,0,21
09.01.2016,17:00:00,8,Leicht bewÃ¶lkt,6,86,27,2,0,21
09.01.2016,18:00:00,9,Leicht bewÃ¶lkt,6,88,32,1,0,22
09.01.2016,19:00:00,6,Leicht bewÃ¶lkt,4,89,48,1,0,22
09.01.2016,20:00:00,0,Bedeckt,3,90,64,0,0,22
09.01.2016,21:00:00,1,Bedeckt,2,91,80,0,0,23
09.01.2016,22:00:00,3,Bedeckt,2,91,76,1,0,23
09.01.2016,23:00:00,0,Leicht bewÃ¶lkt,3,91,72,1,0,24
10.01.2016,00:00:00,2,Leicht bewÃ¶lkt,4,92,67,2,0,24
10.01.2016,01:00:00,1,Leicht bewÃ¶lkt,5,91,73,3,0,25
10.01.2016,02:00:00,6,Stellenweiser leichter Regenfall,6,90,78,3,0,26
10.01.2016,03:00:00,0,Stellenweiser leichter Regenfall,7,89,84,4,0,26
10.01.2016,04:00:00,1,Stellenweiser leichter Regenfall,7,89,79,3,0,25
10.01.2016,05:00:00,0,Stellenweiser leichter Regenfall,7,89,75,3,0,25
10.01.2016,06:00:00,1,Stellenweiser leichter Regenfall,6,89,70,2,0,24
10.01.2016,07:00:00,0,Stellenweiser leichter Regenfall,6,88,53,2,0,23
10.01.2016,08:00:00,2,Sonnig,6,86,37,2,0,22
10.01.2016,09:00:00,4,Sonnig,6,85,20,3,0,21
10.01.2016,10:00:00,17,Sonnig,6,80,14,3,0,21
10.01.2016,11:00:00,31,Sonnig,7,76,9,4,0,21
10.01.2016,12:00:00,42,Sonnig,7,71,3,4,0,21
10.01.2016,13:00:00,35,Sonnig,8,71,4,5,0,20
10.01.2016,14:00:00,61,Sonnig,8,70,6,5,0,20
10.01.2016,15:00:00,49,Sonnig,8,70,8,6,0,19
10.01.2016,16:00:00,24,Sonnig,8,73,21,6,0,19
10.01.2016,17:00:00,6,BewÃ¶lkt,7,77,35,5,0,19
10.01.2016,18:00:00,0,BewÃ¶lkt,7,81,48,5,0,18
10.01.2016,19:00:00,1,BewÃ¶lkt,6,83,54,4,0,18
10.01.2016,20:00:00,2,Stellenweiser Regenfall,6,85,59,4,0,17
10.01.2016,21:00:00,0,Stellenweiser Regenfall,6,87,65,3,0,16
10.01.2016,22:00:00,0,Stellenweiser Regenfall,6,88,56,3,0,17
10.01.2016,23:00:00,0,Stellenweiser Regenfall,5,90,48,3,0,17
11.01.2016,00:00:00,0,Stellenweiser Regenfall,5,91,39,3,0,17
11.01.2016,01:00:00,0,Stellenweiser Regenfall,5,92,32,3,0,17
11.01.2016,02:00:00,0,Sonnig,5,92,25,3,0,17
11.01.2016,03:00:00,0,Sonnig,5,92,18,2,0,17
11.01.2016,04:00:00,0,Sonnig,4,92,16,2,0,17
11.01.2016,05:00:00,9,Sonnig,4,92,13,1,0,17
11.01.2016,06:00:00,10,Sonnig,4,92,10,1,0,17
11.01.2016,07:00:00,34,Sonnig,4,92,18,1,0,17
11.01.2016,08:00:00,40,Leicht bewÃ¶lkt,4,91,25,1,0,17
11.01.2016,09:00:00,12,Leicht bewÃ¶lkt,4,91,33,1,0,17
11.01.2016,10:00:00,3,Leicht bewÃ¶lkt,4,89,45,1,0,19
11.01.2016,11:00:00,3,Nieselregen,5,88,56,2,0,21
11.01.2016,12:00:00,3,Nieselregen,5,86,68,2,0,23
11.01.2016,13:00:00,3,Nieselregen,5,86,70,2,0,23
11.01.2016,14:00:00,5,Teilweise mÃ¤ÃŸiger Regenfall,5,85,71,3,1,23
11.01.2016,15:00:00,5,Teilweise mÃ¤ÃŸiger Regenfall,5,84,72,3,1,23
11.01.2016,16:00:00,18,Teilweise mÃ¤ÃŸiger Regenfall,5,84,77,3,1,22
11.01.2016,17:00:00,15,Leichter Regenschauer,4,85,83,3,1,20
11.01.2016,18:00:00,13,Leichter Regenschauer,4,85,88,3,1,18
11.01.2016,19:00:00,4,Leichter Regenschauer,2,85,92,2,0,19
11.01.2016,20:00:00,5,Bedeckt,1,84,96,0,0,20
11.01.2016,21:00:00,3,Bedeckt,-1,84,99,-1,0,21
11.01.2016,22:00:00,2,Bedeckt,0,85,100,-1,0,21
11.01.2016,23:00:00,1,Nieselregen,1,85,100,-1,0,21
12.01.2016,00:00:00,1,Nieselregen,3,86,100,-1,0,22
12.01.2016,01:00:00,0,Nieselregen,4,87,100,-1,0,21
12.01.2016,02:00:00,0,Nieselregen,4,88,100,-1,0,20
12.01.2016,03:00:00,0,Nieselregen,5,89,100,0,0,19
12.01.2016,04:00:00,0,Nieselregen,5,89,100,0,0,19
12.01.2016,05:00:00,7,Bedeckt,5,90,100,0,0,19
12.01.2016,06:00:00,14,Bedeckt,5,91,100,0,0,19
12.01.2016,07:00:00,32,Bedeckt,5,90,100,0,0,19
12.01.2016,08:00:00,41,Leichter Regenschauer,5,90,100,1,0,20
12.01.2016,09:00:00,9,Leichter Regenschauer,4,89,100,1,0,20
12.01.2016,10:00:00,12,Leichter Regenschauer,5,87,100,1,0,21
12.01.2016,11:00:00,5,Nieselregen,5,84,100,1,0,22
12.01.2016,12:00:00,3,Nieselregen,6,81,100,2,0,23
12.01.2016,13:00:00,8,Nieselregen,6,79,94,2,0,23
12.01.2016,14:00:00,5,Leichter Regenschauer,6,77,88,2,0,24
12.01.2016,15:00:00,13,Leichter Regenschauer,7,74,83,3,0,24
12.01.2016,16:00:00,20,Leichter Regenschauer,6,75,86,2,0,24
12.01.2016,17:00:00,13,Leichter Regenschauer,6,75,88,2,0,24
12.01.2016,18:00:00,18,Leichter Regenschauer,5,75,91,2,0,24
12.01.2016,19:00:00,6,Leichter Regenschauer,5,77,94,1,0,25
12.01.2016,20:00:00,9,Nieselregen,5,78,97,1,0,26
12.01.2016,21:00:00,2,Nieselregen,5,80,100,1,0,27
12.01.2016,22:00:00,3,Nieselregen,5,81,100,0,0,27
12.01.2016,23:00:00,0,Leichter Regenschauer,5,82,100,0,0,27
13.01.2016,00:00:00,0,Leichter Regenschauer,5,83,100,-1,0,26
13.01.2016,01:00:00,0,Leichter Regenschauer,4,84,100,-1,0,26
13.01.2016,02:00:00,1,MÃ¤ÃŸiger bis starker Regen mit Gewitter,4,86,100,-2,1,25
13.01.2016,03:00:00,0,MÃ¤ÃŸiger bis starker Regen mit Gewitter,4,87,100,-2,1,25
13.01.2016,04:00:00,0,MÃ¤ÃŸiger bis starker Regen mit Gewitter,5,87,100,-2,1,25
13.01.2016,05:00:00,10,Leichter Regenschauer,5,86,100,-2,0,26
13.01.2016,06:00:00,14,Leichter Regenschauer,5,85,100,-2,0,27
13.01.2016,07:00:00,28,Leichter Regenschauer,5,84,85,-1,0,25
13.01.2016,08:00:00,27,Leicht bewÃ¶lkt,5,84,70,-1,0,24
13.01.2016,09:00:00,8,Leicht bewÃ¶lkt,5,83,55,0,0,23
13.01.2016,10:00:00,8,Leicht bewÃ¶lkt,5,82,63,1,0,22
13.01.2016,11:00:00,6,Leichter Regenschauer,5,81,70,1,0,21
13.01.2016,12:00:00,6,Leichter Regenschauer,6,80,78,2,0,20
13.01.2016,13:00:00,6,Leichter Regenschauer,6,78,74,3,0,20
13.01.2016,14:00:00,8,Stellenweiser leichter Regenfall,6,76,71,3,0,20
13.01.2016,15:00:00,7,Stellenweiser leichter Regenfall,6,75,68,3,0,20
13.01.2016,16:00:00,12,Stellenweiser leichter Regenfall,6,75,73,3,0,20
13.01.2016,17:00:00,11,Bedeckt,5,76,78,3,0,21
13.01.2016,18:00:00,10,Bedeckt,5,77,84,2,0,21
13.01.2016,19:00:00,10,Bedeckt,4,78,79,2,0,20
13.01.2016,20:00:00,6,Leicht bewÃ¶lkt,3,79,74,1,0,19
13.01.2016,21:00:00,1,Leicht bewÃ¶lkt,2,80,69,1,0,18
13.01.2016,22:00:00,3,Leicht bewÃ¶lkt,2,82,64,0,0,17
13.01.2016,23:00:00,0,Leicht bewÃ¶lkt,2,83,58,0,0,16
14.01.2016,00:00:00,0,Leicht bewÃ¶lkt,2,85,52,-1,0,15
14.01.2016,01:00:00,0,Leicht bewÃ¶lkt,1,85,48,-1,0,16
14.01.2016,02:00:00,0,Leicht bewÃ¶lkt,1,86,44,-2,0,17
14.01.2016,03:00:00,0,Leicht bewÃ¶lkt,1,87,41,-2,0,17
14.01.2016,04:00:00,0,Leicht bewÃ¶lkt,1,87,45,-2,0,18
14.01.2016,05:00:00,8,BewÃ¶lkt,1,87,50,-3,0,20
14.01.2016,06:00:00,9,BewÃ¶lkt,1,86,55,-3,0,21
14.01.2016,07:00:00,31,BewÃ¶lkt,1,85,63,-3,0,22
14.01.2016,08:00:00,28,Stellenweiser Regenfall,1,83,71,-2,0,23
14.01.2016,09:00:00,12,Stellenweiser Regenfall,1,82,79,-2,0,24
14.01.2016,10:00:00,3,Stellenweiser Regenfall,2,81,84,-2,0,23
14.01.2016,11:00:00,5,MÃ¤ÃŸiger bis starker Eisregen,3,80,90,-1,1,22
14.01.2016,12:00:00,6,MÃ¤ÃŸiger bis starker Eisregen,4,79,95,-1,1,21
14.01.2016,13:00:00,3,MÃ¤ÃŸiger bis starker Eisregen,4,80,97,0,1,21
14.01.2016,14:00:00,7,Leichter Regenfall,4,82,98,0,1,20
14.01.2016,15:00:00,8,Leichter Regenfall,5,83,100,1,1,19
14.01.2016,16:00:00,10,Leichter Regenfall,4,84,100,0,1,19
14.01.2016,17:00:00,12,Bedeckt,4,85,100,0,0,19
14.01.2016,18:00:00,14,Bedeckt,4,86,100,0,0,18
14.01.2016,19:00:00,7,Bedeckt,3,86,100,-1,0,19
14.01.2016,20:00:00,4,Leichter Eisregen,3,86,100,-2,0,20
14.01.2016,21:00:00,2,Leichter Eisregen,3,86,100,-3,0,20
14.01.2016,22:00:00,2,Leichter Eisregen,3,85,100,-3,0,24
14.01.2016,23:00:00,0,Schneeverwehungen,3,84,100,-4,0,27
15.01.2016,00:00:00,1,Schneeverwehungen,3,83,100,-5,0,31
15.01.2016,01:00:00,0,Schneeverwehungen,2,83,100,-5,0,33
15.01.2016,02:00:00,0,Leichter Eisregen,2,83,100,-5,0,36
15.01.2016,03:00:00,0,Leichter Eisregen,2,83,100,-6,0,38
15.01.2016,04:00:00,1,Leichter Eisregen,2,84,100,-5,0,34
15.01.2016,05:00:00,8,MÃ¤ÃŸiger Schneefall,2,86,100,-5,1,30
15.01.2016,06:00:00,11,MÃ¤ÃŸiger Schneefall,2,88,100,-4,1,26
15.01.2016,07:00:00,16,MÃ¤ÃŸiger Schneefall,2,89,100,-4,0,25
15.01.2016,08:00:00,24,MÃ¤ÃŸiger Schneefall,2,90,100,-3,0,23
15.01.2016,09:00:00,12,MÃ¤ÃŸiger Schneefall,2,92,100,-2,0,21
15.01.2016,10:00:00,2,MÃ¤ÃŸiger Schneefall,2,91,100,-2,0,21
15.01.2016,11:00:00,2,Leichter Schneefall,2,91,100,-1,0,21
15.01.2016,12:00:00,9,Leichter Schneefall,2,90,100,0,0,20
15.01.2016,13:00:00,5,Leichter Schneefall,3,90,100,0,0,20
15.01.2016,14:00:00,2,Bedeckt,3,89,100,0,0,20
15.01.2016,15:00:00,7,Bedeckt,3,88,99,0,0,19
15.01.2016,16:00:00,17,Bedeckt,3,89,99,0,0,18
15.01.2016,17:00:00,12,Stellenweiser Regenfall,3,89,99,0,0,17
